region,transportation_type,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24
Morocco,walking,100.0,101.91,105.99,109.61,125.7,129.57,121.68,125.45,130.9,133.42,125.68,135.62,145.52,132.82,120.43,122.29,119.54,122.96,131.79,151.16,139.04,127.4,123.33,126.72,123.27,145.58,155.46,146.32,134.8,135.39,138.1,133.02,148.83,165.91,146.49,142.79,138.71,154.04,148.54,155.77,158.91,148.26,137.04,142.59,139.29,146.4,156.91,176.63,145.2,141.07,135.18,135.89,138.59,144.35,158.77,142.56,131.89,126.0,126.08,117.3,107.25,94.22,71.97,49.74,37.18,23.08,19.55,17.8,13.69,11.19,12.45,13.52,13.53,14.21,13.71,12.97,13.11,14.92,14.18,15.24,15.3,15.35,14.7,13.41,14.07,15.65,15.72,15.99,16.81,15.49,14.92,16.81,14.54,16.34,15.46,15.16,15.09,14.86,16.8,17.76,17.46,17.0,16.39,13.66,12.86,14.98,15.76,15.88,16.89,15.41,17.96,15.5,17.46,18.39,19.38,17.28,17.76,19.9,16.42,,,17.74,16.92,17.71,17.32,17.16,19.95,19.63,18.76,19.02,20.53,19.21,16.56,20.48,21.21,22.7,22.88,23.32,24.29,23.59,30.08,27.67,29.56,27.76,28.47,25.27,25.84,28.94,25.7,27.38,28.42,30.01,30.06,26.75,32.55,30.31,32.66,33.67,30.19,34.32,30.14,34.08,34.8,32.39
Netherlands,driving,100.0,103.22,103.86,103.99,104.6,98.09,91.46,101.94,107.74,105.82,104.79,106.71,102.15,93.28,103.13,105.18,103.2,108.34,110.37,104.67,93.48,103.73,106.01,103.7,103.94,113.46,105.38,85.26,110.01,107.62,107.78,113.83,115.13,104.1,90.25,103.31,105.4,107.01,108.99,112.11,96.06,82.67,98.0,97.72,100.9,104.21,108.37,97.85,90.24,103.68,104.03,104.96,106.67,110.76,105.36,91.72,97.44,94.05,92.55,79.19,72.71,64.97,48.64,51.11,50.11,49.11,48.39,50.67,46.13,39.0,43.76,45.23,47.52,48.49,52.28,46.08,39.1,46.02,49.34,50.44,51.58,53.67,48.4,46.06,51.96,54.64,58.08,59.73,61.7,52.61,38.99,47.64,53.81,58.3,60.18,61.96,54.33,53.46,58.88,60.3,64.27,66.56,67.43,59.55,53.0,56.93,61.86,65.49,67.31,69.38,62.34,60.4,63.65,66.65,70.98,73.52,78.17,72.17,64.89,,,74.41,76.56,81.07,75.51,72.95,78.1,82.09,88.92,87.4,93.26,82.33,76.01,86.57,90.23,91.88,95.4,104.16,92.57,82.36,96.14,97.77,97.44,95.98,97.77,91.31,86.11,92.83,95.94,99.6,106.28,112.38,102.42,95.59,101.42,102.97,104.36,108.15,117.37,107.87,101.76,108.44,113.17,122.32
Netherlands,transit,100.0,100.13,101.53,102.6,111.68,111.47,101.94,100.32,101.05,101.38,103.56,116.13,115.33,105.83,103.27,104.24,104.94,112.14,123.18,122.75,113.56,110.63,109.12,108.95,111.71,125.36,121.21,107.59,113.55,110.37,106.84,117.97,128.68,131.35,124.8,124.77,122.8,120.26,122.46,124.53,125.87,113.82,118.06,112.27,112.03,117.38,125.76,116.19,102.7,105.51,101.49,102.39,108.89,122.02,119.53,101.4,98.01,94.36,90.51,77.33,69.44,61.84,43.19,32.44,27.85,24.39,22.51,22.32,21.25,18.55,19.1,19.48,20.08,20.37,20.62,19.38,17.62,20.2,20.92,20.01,20.18,20.15,19.57,21.01,22.29,22.87,22.99,23.53,23.4,21.61,19.9,22.26,23.22,24.5,24.49,23.6,21.68,23.8,25.58,24.69,26.53,27.01,25.83,23.55,25.04,25.21,25.1,26.87,27.51,27.21,24.39,26.69,28.04,29.16,30.91,31.04,31.21,30.07,27.15,,,31.46,31.75,31.74,30.31,32.58,34.27,35.32,38.22,40.42,37.22,32.57,32.14,39.73,41.16,40.46,40.17,42.49,40.48,40.2,45.57,45.67,44.14,41.87,41.13,38.27,40.65,44.15,44.86,46.59,49.52,53.52,49.0,45.86,49.95,48.93,49.07,50.58,53.3,51.23,49.83,57.07,61.8,63.08
Netherlands,walking,100.0,101.71,104.92,115.64,132.95,149.99,109.48,101.92,103.35,106.14,114.19,137.95,155.52,111.74,102.96,101.59,109.04,122.62,149.04,164.12,108.16,110.42,108.42,115.65,123.51,150.22,163.1,84.16,100.49,102.8,107.44,115.03,159.45,173.3,107.28,121.14,123.59,122.76,125.42,151.38,162.91,108.58,109.45,116.34,112.23,119.4,141.52,151.18,102.77,96.27,106.79,110.59,113.29,143.41,167.19,103.37,97.6,92.04,99.58,90.87,92.53,99.74,58.43,49.53,48.93,47.0,44.0,46.25,49.64,40.46,38.98,42.29,45.95,46.73,53.62,48.68,33.84,38.51,46.83,47.29,46.78,51.5,55.91,52.63,50.98,56.45,61.26,62.25,68.38,63.14,46.45,42.18,46.84,57.84,60.64,62.05,56.28,58.16,55.0,57.65,64.8,68.2,70.59,65.35,63.36,61.03,48.79,58.45,59.81,61.28,61.65,64.81,64.46,70.34,70.17,72.87,81.33,82.85,60.29,,,65.6,69.41,78.18,76.86,73.01,70.47,77.5,88.11,93.87,94.06,84.58,60.22,79.85,85.7,88.14,87.62,99.48,102.43,84.22,92.87,92.33,91.28,82.7,85.32,90.56,74.62,80.92,88.44,94.45,103.02,116.98,120.45,84.25,90.86,92.78,95.78,101.38,119.02,128.51,96.56,105.56,115.75,119.6
New Zealand,driving,100.0,102.94,105.58,115.94,107.02,97.92,101.9,103.19,106.85,109.24,128.77,115.17,100.11,103.33,102.37,102.63,103.61,110.78,105.37,91.13,98.12,108.51,119.93,100.48,112.09,107.56,104.48,104.59,110.32,112.65,114.02,135.42,118.38,103.9,107.75,110.15,112.45,115.93,127.27,116.53,105.16,103.24,108.05,110.38,112.87,120.26,111.59,98.86,97.36,101.53,104.21,105.76,117.9,111.65,97.25,97.97,97.82,101.0,101.58,110.32,103.76,87.15,84.0,79.91,80.12,76.21,80.46,68.01,55.18,62.7,61.24,47.6,15.98,14.39,11.5,11.1,14.53,15.58,16.47,16.2,16.41,13.63,12.7,16.14,17.09,18.02,19.08,12.05,15.28,11.66,12.05,16.53,16.98,17.32,17.49,14.61,13.15,16.88,18.24,19.53,19.97,21.57,16.95,16.29,17.68,48.2,47.15,44.28,46.83,39.17,28.4,39.73,39.84,42.8,43.14,48.08,45.2,38.1,41.93,,,64.64,73.0,71.32,61.18,68.79,70.02,72.57,75.25,83.49,80.19,64.58,70.42,74.37,77.08,80.53,103.61,97.35,80.05,77.57,78.27,82.17,81.38,92.73,92.23,76.96,77.04,81.39,84.96,86.75,97.4,99.07,82.44,80.67,84.74,87.76,89.49,102.27,102.87,80.7,82.21,86.61,90.27,93.28
New Zealand,transit,100.0,97.91,99.45,100.19,94.0,88.77,106.3,104.91,104.71,103.93,105.2,101.16,94.26,99.81,113.06,109.23,106.71,112.72,104.59,94.57,110.38,110.14,108.93,102.24,113.16,104.44,105.49,116.46,113.3,114.25,113.76,118.54,115.55,108.84,120.93,120.34,122.23,115.45,119.29,116.72,108.63,118.46,125.23,119.64,115.73,118.41,117.09,105.37,108.93,116.12,111.24,105.67,108.89,108.64,99.25,100.97,108.34,107.31,101.74,101.76,95.62,81.77,80.55,75.95,71.63,67.02,61.22,56.01,44.51,40.1,29.96,21.63,12.49,12.09,11.37,10.56,12.0,12.31,11.39,12.55,10.43,10.93,10.21,11.89,11.11,11.71,11.08,10.36,12.11,10.43,11.15,9.79,10.74,9.94,10.75,11.24,11.89,10.74,12.75,12.26,11.98,14.28,12.89,14.51,14.3,22.45,22.34,20.75,22.09,19.1,16.05,20.61,19.17,18.5,21.31,21.62,21.15,20.14,24.76,,,36.3,35.28,37.88,34.85,44.52,42.86,42.6,41.53,47.38,49.17,39.2,42.34,44.65,45.14,48.04,51.58,55.31,46.34,46.8,51.8,49.63,49.57,55.64,57.36,49.49,54.08,54.33,55.73,55.58,56.17,68.45,59.36,53.83,57.8,59.57,55.16,60.61,63.56,56.55,55.79,62.26,63.65,60.78
New Zealand,walking,100.0,100.65,101.9,104.58,101.78,91.61,98.34,103.46,105.69,106.95,110.06,112.21,102.89,94.75,104.44,103.34,104.18,105.46,110.03,94.23,99.42,110.2,110.08,97.64,115.26,109.69,101.32,109.78,111.25,113.32,117.95,127.72,131.05,115.87,116.79,116.44,119.24,119.77,125.97,134.07,126.18,120.35,120.96,121.2,121.24,124.22,126.98,104.86,109.21,106.72,106.18,111.45,117.8,127.14,110.31,95.41,98.57,99.72,101.42,109.0,109.03,88.34,81.03,76.32,77.25,69.39,70.28,65.76,53.25,48.73,46.54,39.75,24.38,22.45,24.13,24.91,23.54,27.85,27.22,26.67,25.54,27.65,28.27,23.51,24.63,23.89,23.23,27.29,28.19,22.94,19.32,19.67,19.63,21.87,20.85,23.19,23.34,22.37,24.35,25.93,23.51,27.04,27.71,26.83,25.44,42.08,42.31,38.87,40.71,36.47,24.06,31.53,30.04,34.75,35.2,40.57,41.27,35.96,34.1,,,51.69,56.19,58.14,47.34,54.31,55.37,56.94,58.63,64.96,67.5,52.37,48.88,56.23,57.96,63.5,73.25,83.27,69.88,52.0,59.71,62.55,61.64,71.16,76.97,64.52,58.6,62.48,66.92,68.73,76.24,90.49,77.09,63.03,64.96,68.79,63.79,77.46,90.13,72.96,65.11,69.32,71.92,73.18
Norway,driving,100.0,98.43,102.34,105.02,122.49,113.46,114.54,98.58,98.9,102.31,105.37,120.93,113.67,114.26,98.53,99.58,101.29,103.96,121.18,114.8,121.29,99.55,97.63,102.9,105.99,126.73,123.15,126.38,104.17,105.06,109.65,113.14,139.76,128.46,120.93,113.44,111.35,119.43,122.75,131.05,123.29,139.77,105.9,105.34,110.26,108.6,122.45,116.55,116.36,100.98,102.48,106.28,112.1,124.82,111.53,118.28,96.35,93.88,86.81,80.56,73.72,59.14,51.2,56.73,54.58,54.07,55.82,58.87,55.9,53.79,59.29,57.57,59.26,62.82,64.12,61.53,58.65,67.54,69.14,70.62,71.62,76.72,64.39,63.56,81.79,82.87,79.99,71.7,68.83,57.14,65.55,76.24,76.83,80.47,81.25,87.04,84.42,86.32,90.86,91.42,92.76,95.0,95.99,86.21,93.6,89.08,92.22,97.11,110.62,91.74,94.68,105.28,99.73,99.67,101.83,103.64,110.82,100.09,100.17,,,105.49,107.77,112.64,99.34,91.43,108.57,117.11,143.64,127.26,130.69,120.18,143.12,124.09,122.77,125.25,135.76,172.06,138.72,130.2,156.95,136.64,135.66,138.21,144.93,137.26,146.98,143.85,145.65,148.7,156.97,184.41,154.75,168.44,165.35,162.89,168.42,178.81,197.11,166.63,186.01,190.88,186.51,198.51
Norway,transit,100.0,103.33,102.63,106.54,118.12,117.65,107.06,106.9,106.04,108.67,108.15,115.52,125.04,112.65,106.31,106.06,103.15,101.91,117.04,129.4,115.77,101.54,107.47,112.5,115.49,121.35,129.0,114.92,109.8,110.88,110.94,111.25,119.14,121.68,111.92,115.37,112.58,111.39,119.95,119.96,123.0,114.14,105.86,103.2,107.58,106.18,114.45,119.83,109.7,101.61,100.95,107.91,105.5,110.04,111.71,100.39,93.39,88.36,78.62,56.74,44.42,39.74,32.91,30.71,31.19,29.63,28.04,30.97,30.54,32.88,31.74,30.74,30.96,31.17,32.13,31.12,31.04,33.88,34.08,33.88,31.43,31.38,32.64,32.94,36.26,35.07,36.43,35.65,36.35,31.09,37.23,41.67,41.23,45.35,41.48,43.72,42.25,46.41,47.91,50.36,51.16,49.83,47.37,43.94,48.34,47.27,48.01,52.31,47.18,47.27,48.91,52.53,57.17,55.44,56.87,54.87,56.98,56.9,56.35,,,59.73,59.04,57.02,53.85,58.54,60.28,66.59,65.26,66.35,65.03,60.66,69.42,69.16,71.93,69.91,70.45,77.14,75.03,68.8,80.01,79.24,79.45,81.84,79.76,76.43,78.86,80.43,86.45,84.98,88.18,91.39,92.09,87.88,96.28,94.5,94.46,97.2,99.33,87.8,89.91,96.04,97.34,100.91
Norway,walking,100.0,101.67,106.64,112.36,125.0,151.14,97.13,100.05,105.47,111.33,111.55,128.31,149.82,93.42,93.52,100.93,102.08,105.39,125.36,146.09,98.38,98.95,101.5,105.74,114.21,134.48,147.11,84.24,104.17,110.3,112.89,117.0,135.62,151.0,87.75,106.78,108.68,112.33,104.2,129.65,142.7,95.05,99.84,104.47,106.49,107.21,127.08,134.15,84.6,97.44,99.59,103.92,117.17,126.12,133.68,80.99,93.36,89.19,89.43,70.85,61.01,53.76,36.73,50.86,51.59,53.44,55.24,58.9,62.58,51.25,50.51,49.21,52.63,56.75,57.49,60.4,54.9,59.73,60.81,59.26,56.5,65.04,62.01,54.89,74.38,74.17,64.54,67.45,67.97,44.77,56.79,55.46,59.34,72.18,70.56,76.11,79.97,80.64,83.64,90.22,86.79,84.53,74.38,78.86,72.67,64.22,72.91,81.09,74.95,72.16,83.82,78.55,84.29,86.28,91.72,89.41,91.25,95.56,71.22,,,89.94,91.63,93.48,85.28,90.65,81.35,95.74,99.14,93.35,102.03,95.19,80.8,102.34,101.76,106.54,110.01,118.97,122.4,90.59,102.02,113.01,110.45,106.29,109.84,112.97,89.52,111.14,116.13,123.26,131.37,146.1,147.03,108.69,130.15,129.6,137.97,139.98,150.77,141.0,99.95,133.06,141.37,147.58
Philippines,driving,100.0,100.24,103.21,103.05,118.16,106.21,102.14,96.36,99.39,98.52,107.16,133.99,112.1,102.12,92.9,91.66,91.15,90.35,102.45,95.24,86.73,83.64,82.17,81.29,87.72,107.52,96.73,88.15,83.01,84.3,84.8,90.36,114.94,100.02,91.69,86.92,88.97,86.9,90.84,108.61,102.0,93.46,95.18,86.95,83.34,84.11,105.69,94.34,85.29,78.76,78.13,77.74,82.83,102.67,93.65,80.64,71.25,67.78,60.2,53.63,63.58,48.06,36.39,35.76,30.72,26.86,23.55,21.6,20.26,19.89,19.51,18.94,18.71,18.52,18.06,17.67,17.98,17.56,17.71,17.1,17.45,17.31,17.06,19.37,19.05,20.37,18.2,17.37,18.34,18.02,19.83,19.55,20.04,19.37,19.94,19.23,17.85,18.39,18.03,18.95,18.37,18.43,18.18,18.09,19.46,19.93,20.3,19.99,21.36,20.64,19.64,21.42,21.75,20.81,20.99,21.67,22.01,20.7,21.78,,,24.49,24.31,26.21,27.27,29.98,29.94,29.5,30.12,31.07,30.9,27.71,29.73,31.65,31.7,32.85,32.72,31.6,32.03,37.82,40.42,40.96,40.34,40.37,41.09,38.03,41.37,42.99,42.05,41.86,43.09,42.17,38.83,42.44,44.04,44.29,43.91,43.34,45.65,41.69,43.14,46.78,45.57,46.65
Philippines,transit,100.0,98.82,101.03,97.04,104.79,96.78,101.63,100.43,101.46,106.43,107.95,116.78,95.34,91.41,93.62,87.09,90.46,84.23,89.9,82.7,79.31,81.99,84.64,82.75,89.09,91.32,88.25,84.16,82.32,80.73,86.53,85.97,99.05,91.34,88.61,85.04,84.55,84.49,83.67,91.19,82.81,86.92,86.12,85.2,78.3,79.57,91.83,79.89,78.3,75.4,74.41,74.41,77.72,85.69,78.15,77.24,67.45,62.03,54.84,47.18,50.51,37.9,33.11,28.6,29.01,25.55,23.08,19.98,22.88,20.46,19.72,18.16,19.47,20.59,18.67,17.92,19.15,19.7,18.54,17.49,19.49,18.69,17.47,22.3,20.16,34.53,20.13,20.95,20.99,20.35,21.7,22.47,21.04,19.47,20.52,20.09,19.96,18.69,18.65,19.49,20.48,18.56,18.61,17.92,19.66,19.4,19.49,20.09,21.27,21.25,20.76,19.79,21.1,19.64,18.41,19.0,18.48,18.26,19.0,,,19.94,21.55,21.36,23.25,22.65,23.91,22.56,23.25,24.04,25.93,21.74,23.48,23.42,23.55,22.41,24.47,23.38,23.63,27.37,28.15,30.51,28.11,28.04,28.49,28.88,28.15,28.58,28.19,27.09,27.2,28.6,25.98,26.52,29.87,28.47,27.46,29.5,28.99,26.13,28.36,32.72,34.46,36.05
Philippines,walking,100.0,105.29,110.42,113.7,126.92,117.15,115.68,112.73,116.09,118.54,126.51,156.07,131.56,116.85,108.88,108.25,108.9,106.76,112.81,106.03,98.37,93.63,92.65,91.46,93.74,112.94,103.0,93.6,89.2,92.04,91.49,98.33,126.68,110.69,95.59,93.09,96.74,92.38,97.79,108.2,102.15,97.81,94.48,88.54,86.74,88.01,106.72,97.38,85.61,82.84,81.11,83.5,86.4,102.51,87.42,81.13,73.01,66.03,64.8,56.67,53.41,43.03,37.48,47.09,47.76,41.32,35.21,31.85,31.04,27.38,26.77,25.16,26.74,24.79,25.66,23.84,25.53,23.1,21.88,21.93,21.6,23.04,20.77,25.51,24.65,29.2,22.79,21.3,22.28,21.03,22.53,22.32,22.14,21.67,22.49,22.08,20.19,21.09,21.35,21.07,20.99,21.0,20.66,20.28,20.92,20.84,21.3,21.97,23.0,22.56,21.29,21.99,23.24,22.43,22.75,23.06,24.84,22.65,23.07,,,26.77,25.88,27.69,29.08,32.69,31.69,31.82,32.37,32.18,32.4,29.79,31.31,33.39,31.95,35.02,34.01,31.27,33.13,38.33,43.39,41.82,40.88,40.82,39.68,37.53,40.31,41.0,38.79,39.71,38.85,39.34,37.14,41.25,41.3,41.07,41.32,40.53,42.08,37.28,41.4,45.46,43.16,43.5
Poland,driving,100.0,101.09,103.79,108.02,122.96,110.25,97.99,102.17,101.87,103.91,106.6,120.92,109.57,97.06,102.26,101.66,105.25,107.4,121.13,110.21,98.24,104.68,104.75,107.42,110.14,127.72,123.46,106.91,107.18,105.5,107.51,112.8,136.51,126.18,111.76,110.33,109.42,112.25,113.5,127.95,115.87,103.59,104.7,106.9,104.46,107.81,122.21,104.55,99.16,101.58,101.5,101.92,104.6,119.81,102.53,96.15,96.24,93.93,88.81,77.49,69.31,50.63,42.34,45.09,45.27,46.22,44.21,43.4,35.54,33.92,39.98,41.65,36.15,37.32,39.82,36.7,31.42,36.85,37.38,36.33,35.78,36.6,29.51,30.2,37.44,39.56,41.94,43.48,40.34,25.88,19.78,26.98,40.16,42.75,43.04,45.54,37.09,37.55,51.06,53.08,55.11,58.92,61.28,50.78,55.53,61.38,65.66,63.44,72.65,57.35,59.62,63.73,67.18,65.92,68.22,74.57,86.41,81.65,89.58,,,76.44,77.92,87.95,77.19,83.4,82.02,84.98,89.87,95.13,100.67,84.05,86.67,88.79,94.94,96.57,97.36,109.35,92.39,98.27,104.53,99.45,103.79,107.46,117.71,107.31,106.76,104.4,111.15,142.18,128.93,133.37,124.84,180.34,118.27,116.28,118.66,123.61,136.66,118.96,120.22,125.38,125.48,128.16
Poland,walking,100.0,98.98,106.14,108.21,125.44,127.23,94.38,103.25,102.27,98.73,105.54,127.56,122.84,86.68,101.08,97.71,93.92,103.17,130.87,132.36,94.84,107.99,102.45,105.21,107.15,132.31,138.24,101.55,103.19,104.69,106.34,120.41,153.65,151.64,111.39,123.96,120.41,122.87,128.8,137.91,141.61,89.85,108.53,115.05,110.24,114.95,143.57,139.04,101.95,104.14,105.4,102.14,113.93,139.0,140.02,104.38,101.3,98.0,89.47,76.19,65.38,37.67,33.35,33.27,35.77,38.98,33.37,31.39,24.7,22.38,27.59,28.43,24.24,25.21,29.12,31.9,20.97,23.61,24.37,22.57,23.09,23.16,20.6,19.37,25.1,27.25,27.56,28.93,27.81,19.76,16.22,15.9,23.52,25.91,27.57,29.85,26.47,24.46,38.18,38.74,40.87,45.74,45.26,36.43,40.75,46.77,51.67,41.22,48.79,39.34,44.84,41.63,47.97,42.65,42.84,52.25,62.99,69.15,67.4,,,50.93,51.33,60.76,60.41,59.86,61.23,62.82,69.86,72.62,78.0,66.37,54.71,61.5,68.35,73.43,69.03,83.09,71.06,65.37,80.47,75.08,80.9,84.49,81.46,98.04,73.62,80.38,86.15,92.64,106.49,129.78,111.51,93.83,96.18,95.59,93.68,94.67,105.02,98.42,81.25,97.25,106.58,104.28
Portugal,driving,100.0,98.87,98.6,101.02,116.97,124.07,107.25,99.11,100.59,100.62,101.74,116.73,127.65,107.63,98.26,100.63,100.89,108.16,123.61,131.86,116.13,108.11,107.63,114.07,115.19,133.97,141.11,121.32,116.64,114.0,115.95,119.56,151.81,157.05,130.4,123.16,121.3,122.04,124.48,146.89,161.0,151.23,148.82,122.44,122.69,121.11,137.48,139.29,117.51,109.9,111.21,112.75,115.23,132.27,148.35,119.55,107.63,104.44,99.32,83.92,77.63,63.77,45.72,42.91,36.97,34.09,25.37,23.05,20.09,18.49,21.86,22.6,22.97,22.11,24.01,20.84,17.95,21.15,22.59,22.27,24.47,24.97,20.79,17.4,23.48,25.35,27.97,21.94,17.58,18.04,16.78,21.54,28.86,27.83,26.62,29.48,27.27,24.61,26.56,28.66,29.74,30.69,32.13,28.66,26.03,31.42,32.54,32.71,37.18,25.16,28.04,30.95,42.97,44.54,45.43,45.55,49.34,44.62,41.53,,,45.35,46.49,52.4,59.51,58.52,54.84,56.86,59.19,62.19,69.28,76.69,74.85,63.83,64.55,68.53,68.46,77.77,83.03,73.31,68.97,68.31,70.32,71.81,81.09,87.52,80.22,79.63,93.63,106.2,88.9,92.16,91.92,99.61,79.05,79.38,80.02,81.05,94.34,100.5,98.07,86.84,88.04,86.81
Portugal,walking,100.0,93.44,93.92,96.73,126.34,139.72,109.99,103.41,103.45,101.53,107.45,125.57,146.54,107.71,99.39,102.94,105.28,100.36,130.61,151.97,123.14,123.49,119.75,120.97,127.68,158.25,166.27,125.03,127.67,126.03,124.72,135.21,182.23,195.54,140.03,148.49,145.88,146.13,144.58,174.88,196.41,166.78,184.18,140.22,140.09,143.13,172.03,174.27,125.13,130.3,125.47,131.21,139.83,167.22,180.98,132.29,133.65,130.08,120.96,103.62,99.85,86.58,51.54,40.36,28.43,23.06,15.8,11.92,11.63,11.29,12.41,12.67,13.38,12.5,13.18,12.34,11.15,10.58,12.08,11.47,15.8,15.92,13.43,10.21,13.82,15.6,15.33,13.57,12.9,13.38,12.23,13.77,14.95,14.4,13.26,15.25,16.27,14.54,13.43,15.9,16.26,17.7,17.39,16.96,14.78,17.06,17.68,16.3,19.61,15.96,19.6,21.59,23.15,26.17,25.76,27.23,27.29,20.89,20.34,,,22.74,23.75,28.91,30.73,27.03,31.23,30.75,31.44,33.03,36.66,35.92,31.21,32.81,33.31,34.16,34.78,39.4,38.78,30.31,38.48,38.43,39.91,40.37,43.55,45.91,37.58,44.71,47.57,52.47,46.51,49.2,48.1,38.94,43.94,45.1,45.49,44.82,50.89,52.63,43.81,48.9,50.1,47.58
Republic of Korea,driving,100.0,98.53,101.94,108.13,122.17,113.73,110.31,108.45,105.33,112.78,134.89,132.5,133.36,119.25,101.94,97.54,95.77,104.55,106.2,83.78,80.08,80.06,77.33,76.93,76.81,85.16,79.42,79.03,81.57,80.72,84.53,85.16,96.68,83.25,76.41,78.7,82.67,81.38,79.4,79.63,67.53,64.55,62.29,62.25,61.46,55.92,55.41,51.12,52.72,52.48,53.41,52.79,53.55,57.92,55.26,56.98,53.45,56.01,54.97,55.19,60.69,54.44,53.37,52.49,54.39,53.18,54.92,65.77,59.72,55.75,56.17,56.38,55.21,54.29,62.41,60.07,56.55,56.24,58.4,59.07,59.06,71.97,65.09,58.14,60.28,59.74,59.07,58.76,69.49,60.85,57.41,59.57,68.22,58.92,58.76,68.86,64.38,55.0,59.43,57.6,60.3,63.5,71.99,72.07,63.2,63.63,67.8,93.02,89.85,89.36,81.04,81.83,80.48,69.54,72.99,74.56,80.8,72.02,69.08,,,71.25,69.4,79.62,81.04,74.8,65.54,72.66,75.26,77.62,93.66,84.92,76.81,75.39,73.63,75.71,79.73,94.9,86.58,75.69,70.43,69.39,68.16,70.49,84.35,79.89,72.76,69.46,68.1,66.9,72.91,83.13,74.89,71.23,71.24,68.23,67.21,70.9,86.39,81.72,71.69,73.34,72.33,67.14
Republic of Korea,walking,100.0,101.26,104.37,109.61,128.68,124.37,113.47,108.11,104.4,100.02,102.91,103.55,112.88,105.85,100.29,103.57,99.09,109.83,110.04,87.13,78.41,79.0,74.19,69.37,72.17,83.12,80.64,77.53,80.29,76.27,81.82,84.33,94.45,78.61,67.55,75.78,79.84,79.71,75.08,71.52,62.77,57.99,51.5,54.24,50.56,41.83,40.67,38.09,39.13,37.82,37.45,35.81,39.03,39.29,40.01,43.69,35.61,39.77,39.24,43.04,43.48,39.21,37.78,37.25,39.14,37.37,39.5,49.45,45.47,43.47,41.14,42.81,40.62,39.1,45.8,44.31,42.05,41.88,43.68,42.13,44.39,50.92,43.89,43.4,40.23,41.09,41.29,44.61,51.64,42.6,41.57,42.92,54.34,43.37,39.07,50.73,46.58,35.38,40.37,37.92,40.8,43.15,55.51,56.25,44.0,43.03,46.21,58.19,61.06,62.77,55.76,52.27,54.8,51.74,53.19,54.69,47.55,51.06,48.4,,,47.93,44.27,51.78,54.35,44.71,38.55,45.93,48.25,50.14,58.54,56.58,48.44,45.24,45.92,46.9,47.4,58.92,54.34,47.2,45.2,45.87,46.97,47.6,58.95,58.81,46.56,43.97,42.06,40.46,45.92,56.37,53.48,47.29,45.2,45.96,42.2,46.38,58.55,55.32,44.1,45.52,43.15,40.52
